post_id,text,timestamp,lat,lon,detected_event_type,event_type,event_id,is_noise,social_risk,weather_severity,transport_severity,official_signal_id,official_match,official_link_time_ok,official_link_distance_ok,official_link_type_ok,official_link_distance_km,risk_level,ground_truth_risk
eval_0233,交差点で自転車と車が衝突して、男性が転倒した。男性は頭を打ち付けて倒れ、自転車は車の前部に埋まった。男性は病院に運ばれた。,2026-05-03 17:14,35.086395,137.156169,traffic_accident,traffic_accident,traffic_002_02,False,0.3,0.1,0.6,transport:traffic_002_02,True,True,True,True,0.0,medium,medium
eval_0234,「交差点で自転車と車が接触した！車の運転手は謝罪の言葉を言ってくれたが、自転車の乗り手は気を失って走り続けていって、車の後ろから飛び去った。。」,2026-05-03 17:24,35.084717,137.159394,,traffic_accident,traffic_002_02,False,0.3,0.1,0.6,transport:traffic_002_02,True,True,True,True,0.0,medium,medium
eval_0235,「交差点で自転車と車がぶつかりました！ つくりは酷いですが、運転手をおしらせてください」,2026-05-03 17:34,35.08295,137.158986,,traffic_accident,traffic_002_02,False,0.3,0.1,0.6,transport:traffic_002_02,True,True,True,True,0.0,medium,medium
eval_0236,今日は何度も雨が降りそうですね。,2026-05-03 17:41,35.087063,137.161225,flood,noise,noise,True,0.8,0.0,0.0,,False,False,False,False,,low,low
eval_0237,「交差点で車と自転車がぶつかった！自転車が大けなりにぶつかったらしくて、運転手がおんぶの上から飛び出した！車が停車したので私は自転車の後ろに走って止めた。もう１つ事故にならないように祈る」,2026-05-03 17:48,35.081645,137.163406,traffic_accident,traffic_accident,traffic_002_02,False,0.3,0.1,0.6,transport:traffic_002_02,True,True,True,True,0.0,medium,medium
eval_0238,今日は雨が降り続いています。,2026-05-03 17:25,35.089183,137.151146,flood,noise,noise,True,0.8,0.0,0.0,,False,False,False,False,,low,low
eval_0239,今日はコーヒーを飲みながら本を読んでいたらいいのに,2026-05-03 17:33,35.086216,137.15546,,noise,noise,True,0.8,0.0,0.0,,False,False,False,False,,low,low
eval_0240,「交差点で自転車と車が衝突しました。運転手が何も言いません。自転車が大きく壊れました」,2026-05-03 17:38,35.082914,137.159428,traffic_accident,traffic_accident,traffic_002_02,False,0.3,0.1,0.6,transport:traffic_002_02,True,True,True,True,0.0,medium,medium
eval_0241,豊田駅前で火事が起こって煙が出てる！消防車が来てる。,2026-05-04 14:12,35.083271,137.154573,fire,fire,fire_001_03,False,0.6,0.2,0.5,,False,False,False,False,,high,high
eval_0242,「豊田市駅前のビルに火事が！消防車が何台も出てきて煙があふれててすごい騒ぎです。火事はどんなの事で？」,2026-05-04 14:19,35.087392,137.160553,fire,fire,fire_001_03,False,0.6,0.2,0.2,,False,False,False,False,,high,high
eval_0243,豊田市駅前に大きな火事が起こった。煙が高く上がっています。消防車が急いでやってきたようです。,2026-05-04 14:26,35.08473,137.15998,fire,fire,fire_001_03,False,0.6,0.2,0.5,,False,False,False,False,,high,high
eval_0244,豊田市駅前で火事が起こっていて、煙が上がってます。消防車が来ています,2026-05-04 14:33,35.088126,137.158608,fire,fire,fire_001_03,False,0.6,0.2,0.5,,False,False,False,False,,high,high
eval_0245,今日も雨です。,2026-05-04 14:09,35.084054,137.153508,flood,noise,noise,True,0.8,0.0,0.0,,False,False,False,False,,low,low
eval_0246,「豊田駅前で火事が起こってました。消防車が来ました。煙が大きなものになってしまいました。やばいです…」,2026-05-04 14:16,35.083462,137.155909,fire,fire,fire_001_03,False,0.6,0.2,0.5,,False,False,False,False,,high,high
eval_0247,豊田駅前で火事が出た。消防車が走り出す中、煙があふれてる,2026-05-04 14:23,35.085564,137.155882,fire,fire,fire_001_03,False,0.6,0.2,0.5,,False,False,False,False,,high,high
eval_0248,今日も朝から雨でした。,2026-05-04 14:28,35.08673,137.156792,flood,noise,noise,True,0.8,0.0,0.0,,False,False,False,False,,low,low
eval_0249,今日は晴れがいいですね。,2026-05-04 14:33,35.088919,137.157406,,noise,noise,True,0.8,0.0,0.0,,False,False,False,False,,low,low
eval_0250,「豊田駅前で火事が！消防車が集まって煙が高く上がってる」,2026-05-04 14:38,35.084467,137.160711,fire,fire,fire_001_03,False,0.6,0.2,0.5,,False,False,False,False,,high,high
eval_0251,今日は雨が降っていて、日が短くなっています。,2026-05-04 14:42,35.085633,137.162409,flood,noise,noise,True,0.8,0.0,0.0,,False,False,False,False,,low,low
eval_0252,今日も朝から雨で出勤が遅れました。,2026-05-04 14:19,35.088411,137.150662,flood,noise,noise,True,0.8,0.0,0.0,,False,False,False,False,,low,low
eval_0253,「豊田市駅前で火事があがってます。消防車がすばらしいです。煙がうまくでてきません…」,2026-05-04 14:25,35.087745,137.156943,fire,fire,fire_001_03,False,0.6,0.2,0.2,,False,False,False,False,,high,high
eval_0254,「豊田駅前で大火事！消防車が走り出す！見ててください」,2026-05-04 14:32,35.089272,137.156606,fire,fire,fire_001_03,False,0.6,0.2,0.5,,False,False,False,False,,high,high
eval_0255,今日買った本を読んだ。,2026-05-04 14:37,35.084443,137.158895,,noise,noise,True,0.8,0.0,0.0,,False,False,False,False,,low,low
eval_0256,豊田駅前で火事が起こったみたいです。消防車が出ています。,2026-05-04 14:43,35.085707,137.157325,fire,fire,fire_001_03,False,0.6,0.2,0.5,,False,False,False,False,,high,high
eval_0257,「豊田市駅前に消防車が何台も出動！駅前のビルに煙が出てる！どうしたの？？」,2026-05-04 14:50,35.087659,137.160482,fire,fire,fire_001_03,False,0.6,0.2,0.5,,False,False,False,False,,high,high
eval_0258,豊田市駅前で火事が起こって煙が出てるです。消防車が急ぐ様子です。,2026-05-04 14:57,35.087662,137.161674,fire,fire,fire_001_03,False,0.6,0.2,0.5,,False,False,False,False,,high,high
eval_0259,今日買った新しいパジャマが着るのを楽しみながら待っています。,2026-05-04 14:39,35.087669,137.153854,,noise,noise,True,0.8,0.0,0.0,,False,False,False,False,,low,low
eval_0260,今日の昼食は、うどんに、ごまめととろとろを入れて食べた。,2026-05-04 14:46,35.085258,137.155204,,noise,noise,True,0.8,0.0,0.0,,False,False,False,False,,low,low
eval_0261,商業ビルの裏で小火が燃えている！ 煙が出てる！,2026-05-04 15:08,35.087071,137.153993,fire,fire,fire_002_03,False,0.3,0.1,0.2,,False,False,False,False,,medium,medium
eval_0262,「商業ビルの裏で小火が見えた。煙が出ているが、警備員が何もしない」,2026-05-04 15:17,35.088252,137.1543,fire,fire,fire_002_03,False,0.3,0.1,0.2,,False,False,False,False,,medium,medium
eval_0263,「裏に火事が起こったみたいです。煙がちょっと出てるみたいです」と書きました。,2026-05-04 15:26,35.086276,137.15435,fire,fire,fire_002_03,False,0.3,0.1,0.2,,False,False,False,False,,medium,medium
eval_0264,裏のビルに火がついたようだ　今朝の作業をしている工事関係者も出てきた　どうなんだって工事の方と言いながら消火器を持った人も出てきた　もう大丈夫そう言って工事の方が火を消した　煙が出たのはもうなくなった,2026-05-04 15:35,35.088424,137.160234,fire,fire,fire_002_03,False,0.3,0.1,0.2,,False,False,False,False,,medium,medium
eval_0265,商業ビルの裏で小さな火事が起きたようです。少しの煙が上がっています。,2026-05-04 15:44,35.083919,137.159161,fire,fire,fire_002_03,False,0.3,0.1,0.2,,False,False,False,False,,medium,medium
eval_0266,「商業街の裏で小火が見えました　煙が出てるから注意して下さい」,2026-05-04 15:25,35.08535,137.151729,fire,fire,fire_002_03,False,0.3,0.1,0.2,,False,False,False,False,,medium,medium
eval_0267,国道155号でトラックと車が激突。トラックのドアが開いたままで、運転手は意識なし。,2026-05-04 15:34,35.07994,137.162583,,traffic_accident,traffic_001_03,False,0.5,0.1,0.9,transport:traffic_001_03,True,True,True,True,0.0,high,high
eval_0268,国道155号で大型トラックと車が激突！？車の後部が大きな亀裂が入っています…トラックはもうどこかへ走り去ってしまいました。,2026-05-04 15:42,35.084244,137.159431,,traffic_accident,traffic_001_03,False,0.5,0.1,0.9,transport:traffic_001_03,True,True,True,True,0.0,high,high
eval_0269,国道155号でトラックと乗用車が激突！　１３時ごろ、道中の交差点でトラックが急ブレーキをかけると乗用車が横転、トラックが止まった所にぶつかってしまいました。トラックの運転手はけがれをしていたようです。,2026-05-04 15:50,35.082708,137.161623,,traffic_accident,traffic_001_03,False,0.5,0.1,0.9,transport:traffic_001_03,True,True,True,True,0.0,high,high
eval_0270,国道155号で大型トラックと乗用車が激突！　トラックは横に転がって、乗用車は窓ガラスが割れて止まった。　運転手はトラックの運転手が重傷、乗用車の運転手はけがけで救助された。　何が起こったのか心配,2026-05-04 15:58,35.077288,137.164921,,traffic_accident,traffic_001_03,False,0.5,0.1,0.9,transport:traffic_001_03,True,True,True,True,0.0,high,high
eval_0271,国道155号で大型トラックと乗用車が激突した！？　トラックの後部に大きな擦り傷が！　乗用車のドアの窓が割れていた　運転手の様子が気になっている,2026-05-04 16:06,35.077706,137.166028,,traffic_accident,traffic_001_03,False,0.5,0.1,0.9,transport:traffic_001_03,True,True,True,True,0.0,high,high
eval_0272,今日は晴れです。,2026-05-04 16:10,35.083188,137.159901,,noise,noise,True,0.8,0.0,0.0,,False,False,False,False,,low,low
eval_0273,国道155号でトラックと車が激突しました。トラックは横転して運転手は負けました。,2026-05-04 15:50,35.08029,137.15954,,traffic_accident,traffic_001_03,False,0.5,0.1,0.9,transport:traffic_001_03,True,True,True,True,0.0,high,high
eval_0274,国道155号で大型トラックが乗用車に激突　車体が大破片付けあり　車内から出血が見つかる　警視庁の男性によると　大型トラックは左折しなかったらか　現在は車内から遺体が出ている,2026-05-04 15:58,35.082661,137.158968,,traffic_accident,traffic_001_03,False,0.5,0.1,0.9,transport:traffic_001_03,True,True,True,True,0.0,high,high
eval_0275,国道155号でトラックが乗用車に突っ込まれた。トラックは横に倒れて、トラックの運転手は意識不明です。,2026-05-04 16:06,35.076284,137.159766,,traffic_accident,traffic_001_03,False,0.5,0.1,0.2,,False,True,True,False,0.0,high,high
eval_0276,矢作川が増水！周辺の道路も冠水で水が深くなって歩くことが難しいです。,2026-05-04 16:12,35.071586,137.147596,flood,flood,flood_001_03,False,0.6,0.9,0.4,weather:flood_001_03,True,True,True,True,0.0,high,high
eval_0277,矢作川で冠水！矢作川沿い歩いて帰れなくて困った😭,2026-05-04 16:18,35.073047,137.149389,flood,flood,flood_001_03,False,0.6,0.9,0.4,weather:flood_001_03,True,True,True,True,0.0,high,high
eval_0278,国道155号でトラックと車が衝突しちゃった！トラックが停まってたらしくて、車の人が重傷か死ぬか！怖いです…,2026-05-04 16:22,35.080455,137.165152,traffic_accident,traffic_accident,traffic_001_03,False,0.5,0.1,0.9,transport:traffic_001_03,True,True,True,True,0.0,high,high
eval_0279,矢作川水害　みやざかがわすいがい　やつかわ　みやざか　かずかわ　増水　みっすい　みっすい　みっすい　増水　増水　みっすい　みっ水　みっすい　増水　増水　みっすい,2026-05-04 16:28,35.078761,137.151557,flood,flood,flood_001_03,False,0.6,0.9,0.4,weather:flood_001_03,True,True,True,True,0.0,high,high
eval_0280,矢作川の増水で、県道が冠水！県道１５号線の新橋交差点は、水が一メートル以上もあふれてて、車は通行不能です。,2026-05-04 16:06,35.074542,137.14597,flood,flood,flood_001_03,False,0.6,0.9,0.4,weather:flood_001_03,True,True,True,True,0.0,high,high
eval_0281,国道155号で大型トラックと乗用車が激突！　トラックの荷物が散乱して、乗用車のドアがびびび！　車内の人がひくひく！　運転手はお腹に手を当てて、もう１度もこの事故は起きてはならないと思いましたが…。,2026-05-04 16:10,35.077085,137.160979,traffic_accident,traffic_accident,traffic_001_03,False,0.5,0.1,0.9,transport:traffic_001_03,True,True,True,True,0.0,high,high
eval_0282,矢作川の水位が大変高くなって、道路も水がかぶって歩くことができなくなって困ってます。,2026-05-04 16:16,35.073441,137.149229,flood,flood,flood_001_03,False,0.6,0.9,0.4,weather:flood_001_03,True,True,True,True,0.0,high,high
eval_0283,「矢作川増水で周辺道路冠水！西尾車で大混乱！水でわたれた道路がわたわたの！」,2026-05-04 16:22,35.075565,137.14966,flood,flood,flood_001_03,False,0.6,0.9,0.4,weather:flood_001_03,True,True,True,True,0.0,high,high
eval_0284,矢作川が増水で周辺道路が冠水！中根橋は歩道まで水がたまってます。雨が強いままだとどこまで冠水になっちゃうんだろ。,2026-05-04 16:28,35.078678,137.148564,flood,flood,flood_001_03,False,0.6,0.9,0.4,weather:flood_001_03,True,True,True,True,0.0,high,high
eval_0285,今日は雨が降っていて少し涼しいです。,2026-05-04 16:32,35.082307,137.15673,flood,noise,noise,True,0.8,0.0,0.0,,False,False,False,False,,low,low
eval_0286,矢作川が増水！周辺の道路が冠水！おかしくない雨です…,2026-05-04 16:38,35.07403,137.153164,flood,flood,flood_001_03,False,0.6,0.2,0.2,,False,True,True,False,0.0,high,high
eval_0287,矢作川の水位が上がって、周辺の道が水の中です。水面から一歩も出る場所がありません。,2026-05-04 16:16,35.074659,137.144948,flood,flood,flood_001_03,False,0.6,0.9,0.4,weather:flood_001_03,True,True,True,True,0.0,high,high
eval_0288,「矢作川増水で冠水！周辺道路水浸かり、車で通行不能です。水車や被害報道車が多数見えます。安全な場所に避難してください。雨がやめに止まないので、しばらく水が増える恐れがあります。ご注意ください」,2026-05-04 16:22,35.075107,137.149557,flood,flood,flood_001_03,False,0.6,0.9,0.4,weather:flood_001_03,True,True,True,True,0.0,high,high
eval_0289,矢作川増水で周辺の道路冠水に困ります。,2026-05-04 16:28,35.07705,137.148374,flood,flood,flood_001_03,False,0.6,0.9,0.4,weather:flood_001_03,True,True,True,True,0.0,high,high
eval_0290,三河線の電車が運転を見合わせてる。名鉄三河線で、人身事故が発生したみたい。,2026-05-04 16:32,35.087113,137.159935,traffic_accident,railway,railway_001_03,False,0.6,0.1,0.9,transport:railway_001_03,True,True,True,True,0.0,medium,medium
eval_0291,「矢作川で冠水！矢作川の上流の雨が止まなくて、川があふれて道路が水でいっぱいになっています。安全に通過できるかどうか気を引きずっています。」,2026-05-04 16:38,35.072173,137.153528,flood,flood,flood_001_03,False,0.6,0.9,0.4,weather:flood_001_03,True,True,True,True,0.0,high,high
eval_0292,今日も雨でしたが、今日はいい天気だった気がします。,2026-05-04 16:42,35.08468,137.156732,flood,noise,noise,True,0.8,0.0,0.0,,False,False,False,False,,low,low
eval_0293,「三河線が運転見合わせかけてます。名鉄の三河線で人身事故が起こってます。名鉄三河線の運転が見合わせになってます」と書いてみる。,2026-05-04 16:47,35.089155,137.164197,traffic_accident,railway,railway_001_03,False,0.6,0.1,0.9,transport:railway_001_03,True,True,True,True,0.0,medium,medium
eval_0294,三河線が運転を見合わせてて困りますが、事故の原因は何でしたの？,2026-05-04 16:26,35.090555,137.158252,traffic_accident,railway,railway_001_03,False,0.6,0.1,0.9,transport:railway_001_03,True,True,True,True,0.0,medium,medium
eval_0295,三河線で人にあたって運転を見合わせてしまいました。急ぐ気持ちで歩いていってた人の後で出てて、後悔しかない気持ちになってしまいました。,2026-05-04 16:33,35.08807,137.157729,,railway,railway_001_03,False,0.6,0.1,0.9,transport:railway_001_03,True,True,True,True,0.0,medium,medium
eval_0296,「大雨で水溜が出来てて、歩くのが危険そうです…」,2026-05-04 16:38,35.079396,137.143951,flood,flood,flood_002_03,False,0.3,0.7,0.2,weather:flood_002_03,True,True,True,True,0.0,medium,medium
eval_0297,三河線が運転見合わせだ。三河線は人を踏み切らして事故になるのがおかしいと思って、みんなが不安になっちゃうね。,2026-05-04 16:44,35.089278,137.160289,traffic_accident,railway,railway_001_03,False,0.6,0.1,0.2,,False,True,True,False,0.0,medium,medium
eval_0298,「大雨が降って、近くに住む先輩の家の前の道路が水が溜まってて、車が通るのには困りそうです」,2026-05-04 16:50,35.079068,137.150359,flood,flood,flood_002_03,False,0.3,0.7,0.2,weather:flood_002_03,True,True,True,True,0.0,medium,medium
eval_0299,三河線の電車が運転見合わせになっているときを見た。線路の近くで人を踏みつけたという記事が見えた。三河線は名古屋と岡崎を結んでいて、通勤や通学の道具になっている。運転を見合わせることは交通が大変な影響が出る。,2026-05-04 16:55,35.093849,137.164228,railway,railway,railway_001_03,False,0.6,0.1,0.9,transport:railway_001_03,True,True,True,True,0.0,medium,medium
eval_0300,「大雨で溜まって水が道路を横切っています。車が進まなくて困ります」,2026-05-04 17:02,35.079004,137.151578,flood,flood,flood_002_03,False,0.3,0.7,0.2,weather:flood_002_03,True,True,True,True,0.0,medium,medium
